#(mesh1,mesh2,mesh3) = (400, 400, 400)
#EnergyMesh: 3000
#Adapt mesh = (1 1 1)
#Threshold Value = 1.000000 ang^(-2)
# Chemical Energy (eV)    Fx   Fy   Fz
-1.500000e+00 -7.740628e+01 -7.740617e+01 2.418524e+02
-1.499000e+00 -7.801058e+01 -7.801099e+01 2.433480e+02
-1.498000e+00 -7.897008e+01 -7.897020e+01 2.442162e+02
-1.497000e+00 -8.025032e+01 -8.025051e+01 2.476991e+02
-1.496000e+00 -8.445373e+01 -8.445383e+01 2.558445e+02
-1.495000e+00 -8.458375e+01 -8.458380e+01 2.558129e+02
-1.494000e+00 -8.289058e+01 -8.289043e+01 2.561757e+02
-1.493000e+00 -8.207442e+01 -8.207447e+01 2.562988e+02
-1.492000e+00 -8.514321e+01 -8.514323e+01 2.687557e+02
-1.491000e+00 -9.099409e+01 -9.099385e+01 2.766653e+02
-1.490000e+00 -9.160935e+01 -9.160869e+01 2.763226e+02
-1.489000e+00 -9.311010e+01 -9.310950e+01 2.770185e+02
-1.488000e+00 -9.620377e+01 -9.620354e+01 2.798984e+02
-1.487000e+00 -9.804560e+01 -9.804539e+01 2.830635e+02
-1.486000e+00 -9.843661e+01 -9.843637e+01 2.869636e+02
-1.485000e+00 -9.963962e+01 -9.963957e+01 2.886967e+02
-1.484000e+00 -1.028962e+02 -1.028958e+02 2.904357e+02
-1.483000e+00 -1.036677e+02 -1.036675e+02 2.921584e+02
-1.482000e+00 -1.088162e+02 -1.088152e+02 3.020831e+02
-1.481000e+00 -1.079634e+02 -1.079625e+02 3.027679e+02
-1.480000e+00 -1.096127e+02 -1.096125e+02 3.045317e+02
-1.479000e+00 -1.112337e+02 -1.112336e+02 3.053307e+02
-1.478000e+00 -1.099718e+02 -1.099713e+02 3.072369e+02
-1.477000e+00 -1.141269e+02 -1.141262e+02 3.172557e+02
-1.476000e+00 -1.119821e+02 -1.119813e+02 3.120395e+02
-1.475000e+00 -1.137460e+02 -1.137462e+02 3.127085e+02
-1.474000e+00 -1.161534e+02 -1.161537e+02 3.164381e+02
-1.473000e+00 -1.182941e+02 -1.182944e+02 3.222514e+02
-1.472000e+00 -1.194029e+02 -1.194033e+02 3.284115e+02
-1.471000e+00 -1.201566e+02 -1.201570e+02 3.288392e+02
-1.470000e+00 -1.235999e+02 -1.236003e+02 3.334803e+02
-1.469000e+00 -1.254916e+02 -1.254919e+02 3.386959e+02
-1.468000e+00 -1.252690e+02 -1.252690e+02 3.432389e+02
-1.467000e+00 -1.256275e+02 -1.256274e+02 3.460619e+02
-1.466000e+00 -1.255316e+02 -1.255313e+02 3.510934e+02
-1.465000e+00 -1.299576e+02 -1.299574e+02 3.592988e+02
-1.464000e+00 -1.323927e+02 -1.323931e+02 3.673152e+02
-1.463000e+00 -1.370346e+02 -1.370351e+02 3.746419e+02
-1.462000e+00 -1.395986e+02 -1.395990e+02 3.806030e+02
-1.461000e+00 -1.380435e+02 -1.380437e+02 3.785226e+02
-1.460000e+00 -1.394472e+02 -1.394477e+02 3.809796e+02
-1.459000e+00 -1.411047e+02 -1.411052e+02 3.827635e+02
-1.458000e+00 -1.454158e+02 -1.454166e+02 3.921875e+02
-1.457000e+00 -1.447863e+02 -1.447871e+02 3.913158e+02
-1.456000e+00 -1.476778e+02 -1.476790e+02 4.017347e+02
-1.455000e+00 -1.504030e+02 -1.504043e+02 4.055985e+02
-1.454000e+00 -1.518633e+02 -1.518645e+02 4.076521e+02
-1.453000e+00 -1.547658e+02 -1.547672e+02 4.163542e+02
-1.452000e+00 -1.575520e+02 -1.575533e+02 4.239806e+02
